Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Product_Category,Sub_Category,Product Name,Sales_Amount,Unit_Price,Unit_Cost,Sales_Channel,Payment_Method,Customer_Type,Quantity,Profit,
2735,CA-2016-129770,21-02-2016,23-02-2016,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,24.56,19.648,Retail,UPI,New,2,9.824,
2736,CA-2016-115798,13-11-2016,19-11-2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,47.24625,37.797,Retail,Cash,Returning,8,75.594,
2737,CA-2016-115798,13-11-2016,19-11-2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,7.046666667,5.637333333,Retail,Cash,Returning,6,8.456,
2738,CA-2016-115798,13-11-2016,19-11-2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,299.97,299.97,239.976,Retail,UPI,New,1,59.994,
2739,CA-2016-115798,13-11-2016,19-11-2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,9.997777778,7.998222222,Online,Card,New,9,17.996,
2740,CA-2018-122707,16-04-2018,18-04-2018,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,59.655,47.724,Retail,UPI,Returning,8,95.448,
2741,CA-2018-122707,16-04-2018,18-04-2018,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,25.98,20.784,Online,Card,Returning,1,5.196,
2742,CA-2017-165015,25-02-2017,27-02-2017,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,4.672,3.7376,Online,Cash,New,10,9.344,
2743,CA-2015-149244,04-11-2015,08-11-2015,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,11.78,9.424,Online,Cash,New,3,7.068,
2744,CA-2016-140144,20-06-2016,25-06-2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,28.62666667,22.90133333,Retail,Card,New,9,51.528,
2745,CA-2016-140144,20-06-2016,25-06-2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976,41.992,33.5936,Retail,Cash,Returning,3,25.1952,
2746,CA-2018-163321,07-08-2018,11-08-2018,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,79.992,63.9936,Online,Card,Returning,1,15.9984,
2747,CA-2015-155887,12-05-2015,17-05-2015,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,77.784,62.2272,Online,UPI,Returning,9,140.0112,
2748,US-2016-165449,22-11-2016,26-11-2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168,27.168,21.7344,Online,UPI,Returning,1,5.4336,
2749,CA-2016-110247,04-12-2016,08-12-2016,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,2.0565,1.6452,Online,Card,Returning,4,1.6452,
2750,US-2015-141257,08-06-2015,14-06-2015,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,195.184,156.1472,Retail,Card,New,3,117.1104,
2751,CA-2015-154669,08-08-2015,11-08-2015,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,211.64,169.312,Online,Cash,Returning,2,84.656,
2752,CA-2015-158029,26-05-2015,30-05-2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,45.0592,36.04736,Retail,UPI,New,5,45.0592,
2753,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,5.56,4.448,Online,Cash,New,1,1.112,
2754,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,80.8425,64.674,Retail,UPI,Returning,4,64.674,
2755,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,261.32,209.056,Online,Card,Returning,3,156.792,
2756,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,160.85,128.68,Online,Card,Returning,9,289.53,
2757,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,11.96,3.986666667,3.189333333,Retail,Card,Returning,3,2.392,
2758,CA-2017-127775,11-06-2017,13-06-2017,Second Class,ES-14020,Erica Smith,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,26.66333333,21.33066667,Retail,Card,New,9,47.994,
2759,CA-2017-146171,11-03-2017,15-03-2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,76.92,61.536,Online,UPI,New,1,15.384,
2760,CA-2017-146171,11-03-2017,15-03-2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,240.66,192.528,Online,Card,Returning,2,96.264,
2761,CA-2015-129574,26-05-2015,29-05-2015,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,24.2,19.36,Online,Card,New,2,9.68,
2762,CA-2018-126536,12-10-2018,14-10-2018,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,0.11,0.088,Retail,Cash,Returning,9,0.198,
2763,CA-2018-126536,12-10-2018,14-10-2018,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,16.97333333,13.57866667,Online,Cash,Returning,6,20.368,
2764,CA-2018-165757,22-06-2018,28-06-2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332,10.332,8.2656,Online,Card,New,1,2.0664,
2765,CA-2018-165757,22-06-2018,28-06-2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155,6.231,4.9848,Online,UPI,Returning,5,6.231,
2766,CA-2018-165757,22-06-2018,28-06-2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,0.992,0.7936,Online,Card,Returning,9,1.7856,
2767,CA-2018-167752,15-01-2018,18-01-2018,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,5.730666667,4.584533333,Online,UPI,New,6,6.8768,
2768,CA-2018-167752,15-01-2018,18-01-2018,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,481.04,384.832,Retail,Cash,New,4,384.832,
2769,US-2016-122140,02-04-2016,07-04-2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,16.096,12.8768,Retail,Cash,New,2,6.4384,
2770,US-2016-122140,02-04-2016,07-04-2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12,12.53,10.024,Online,UPI,Returning,4,10.024,
2771,US-2016-122140,02-04-2016,07-04-2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,47.976,38.3808,Retail,UPI,New,1,9.5952,
2772,CA-2017-163986,03-09-2017,10-09-2017,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,53186,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,10.9,8.72,Retail,Cash,New,5,10.9,
2773,CA-2018-158967,10-12-2018,12-12-2018,First Class,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.104,3.184,2.5472,Retail,UPI,New,6,3.8208,
2774,CA-2017-131576,22-11-2017,26-11-2017,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,8.24,6.592,Online,Card,Returning,6,9.888,
2775,CA-2018-143455,11-11-2018,18-11-2018,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,1.0368,0.82944,Online,UPI,Returning,10,2.0736,
2776,CA-2017-144729,21-10-2017,25-10-2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Diego,California,92037,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,38.61,30.888,Retail,UPI,New,4,30.888,
2777,CA-2016-127019,21-12-2016,25-12-2016,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.984,20.328,16.2624,Retail,Card,New,3,12.1968,
2778,CA-2016-138534,17-07-2016,19-07-2016,Second Class,JM-15535,Jessica Myrick,Consumer,United States,Bakersfield,California,93309,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,21.71844444,17.37475556,Retail,Cash,Returning,9,39.0932,
2779,CA-2018-108322,30-04-2018,05-05-2018,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,7.893333333,6.314666667,Online,Card,Returning,3,4.736,
2780,CA-2018-108322,30-04-2018,05-05-2018,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,0.396,0.3168,Retail,UPI,Returning,6,0.4752,
2781,CA-2018-167668,06-05-2018,08-05-2018,First Class,TC-21295,Toby Carlisle,Consumer,United States,New York City,New York,10035,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,59.2,59.2,47.36,Retail,Cash,New,1,11.84,
2782,CA-2018-146724,20-11-2018,27-11-2018,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22,3.142857143,2.514285714,Online,Cash,New,7,4.4,
2783,CA-2017-139878,11-11-2017,16-11-2017,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,Detroit,Michigan,48234,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,257.98,206.384,Retail,Cash,Returning,1,51.596,
2784,US-2017-106677,05-11-2017,10-11-2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,2.3988,1.91904,Retail,Cash,New,10,4.7976,
2785,CA-2017-116974,09-10-2017,15-10-2017,Standard Class,MP-17965,Michael Paige,Corporate,United States,Troy,Ohio,45373,East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,4.7952,3.83616,Online,UPI,Returning,5,4.7952,
2786,CA-2016-149972,21-09-2016,23-09-2016,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,150.384,120.3072,Retail,Cash,New,4,120.3072,
2787,CA-2016-149972,21-09-2016,23-09-2016,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,0.877777778,0.702222222,Retail,Card,New,9,1.58,
2788,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5.836,4.6688,Retail,Card,Returning,10,11.672,
2789,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,2.058,1.6464,Online,Cash,New,8,3.2928,
2790,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,9.99,7.992,Online,UPI,New,4,7.992,
2791,CA-2015-125514,21-09-2015,22-09-2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,2.884444444,2.307555556,Online,Cash,Returning,9,5.192,
2792,CA-2015-125514,21-09-2015,22-09-2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,5.181428571,4.145142857,Online,UPI,New,7,7.254,
2793,CA-2015-125514,21-09-2015,22-09-2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1.62,1.296,Online,UPI,Returning,4,1.296,
2794,CA-2015-154599,12-04-2015,17-04-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,358.3626667,286.6901333,Online,UPI,Returning,3,215.0176,
2795,CA-2015-154599,12-04-2015,17-04-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.368,219.184,175.3472,Retail,Card,New,2,87.6736,
2796,CA-2015-154599,12-04-2015,17-04-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,9.044,7.2352,Online,UPI,New,2,3.6176,
2797,CA-2015-154599,12-04-2015,17-04-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,30.8499,24.67992,Online,Cash,Returning,10,61.6998,
2798,CA-2018-158743,20-10-2018,27-10-2018,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,1.484444444,1.187555556,Online,Cash,New,9,2.672,
2799,CA-2018-158743,20-10-2018,27-10-2018,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,19.98,15.984,Retail,UPI,New,2,7.992,
2800,CA-2018-158743,20-10-2018,27-10-2018,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,145.85,14.585,11.668,Retail,UPI,Returning,10,29.17,
2801,CA-2017-153318,25-10-2017,28-10-2017,First Class,JS-15595,Jill Stevenson,Corporate,United States,Miami,Florida,33180,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,97.995,78.396,Online,Card,New,8,156.792,
2802,US-2016-110163,01-11-2016,04-11-2016,First Class,GA-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,7.88,1.313333333,1.050666667,Online,Cash,New,6,1.576,
2803,CA-2018-143329,03-11-2018,08-11-2018,Standard Class,DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,88001,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,5.17125,4.137,Online,Cash,New,8,8.274,
2804,CA-2016-159380,12-05-2016,16-05-2016,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,12.84,3.21,2.568,Online,UPI,New,4,2.568,
2805,CA-2016-159380,12-05-2016,16-05-2016,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,25.68,8.56,6.848,Retail,Cash,New,3,5.136,
2806,CA-2016-122623,07-09-2016,11-09-2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516,9.5032,7.60256,Online,Card,Returning,5,9.5032,
2807,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42,1.046666667,0.837333333,Online,UPI,Returning,9,1.884,
2808,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.96,3.24,2.592,Retail,Cash,Returning,4,2.592,
2809,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,88.1125,70.49,Retail,UPI,Returning,8,140.98,
2810,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568,80.224,64.1792,Retail,Card,New,7,112.3136,
2811,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,179.82,35.964,28.7712,Retail,Card,Returning,5,35.964,
2812,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,46.395,37.116,Retail,Card,Returning,4,37.116,
2813,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,26.76375,21.411,Online,Card,New,8,42.822,
2814,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,166.66,133.328,Online,Cash,New,6,199.992,
2815,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,326.775,261.42,Online,Cash,New,2,130.71,
2816,CA-2016-104626,01-09-2016,08-09-2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,114.6,91.68,Online,Card,New,1,22.92,
2817,CA-2016-104626,01-09-2016,08-09-2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,6.748888889,5.399111111,Online,Card,Returning,9,12.148,
2818,CA-2016-104626,01-09-2016,08-09-2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,41.45333333,33.16266667,Online,UPI,New,3,24.872,
2819,CA-2016-104626,01-09-2016,08-09-2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,136.095,108.876,Online,Card,Returning,8,217.752,
2820,CA-2017-160500,05-05-2017,08-05-2017,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,0.84,0.672,Retail,Card,Returning,8,1.344,
2821,CA-2017-160500,05-05-2017,08-05-2017,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,74.694,59.7552,Online,Cash,New,4,59.7552,
2822,CA-2017-100202,31-12-2017,05-01-2018,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,92804,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,151.188,120.9504,Online,Card,New,2,60.4752,
2823,CA-2018-131016,18-09-2018,20-09-2018,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,8.928,4.464,3.5712,Online,Cash,New,2,1.7856,
2824,CA-2018-131016,18-09-2018,20-09-2018,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584,11.896,9.5168,Retail,UPI,New,4,9.5168,
2825,US-2015-112914,25-09-2015,30-09-2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,33.792,4.827428571,3.861942857,Retail,Cash,New,7,6.7584,
2826,US-2015-112914,25-09-2015,30-09-2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,33.39253333,26.71402667,Retail,Card,New,9,60.10656,
2827,US-2015-112914,25-09-2015,30-09-2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,0.454,0.3632,Retail,Card,Returning,6,0.5448,
2828,US-2015-112914,25-09-2015,30-09-2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,3.264,2.6112,Retail,UPI,Returning,1,0.6528,
2829,CA-2017-124149,23-04-2017,26-04-2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336,27.084,21.6672,Retail,UPI,New,4,21.6672,
2830,CA-2017-124149,23-04-2017,26-04-2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5.592,4.4736,Online,UPI,Returning,10,11.184,
2831,CA-2017-124149,23-04-2017,26-04-2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.304,11.18628571,8.949028571,Online,Cash,Returning,7,15.6608,
2832,CA-2015-148915,01-11-2015,05-11-2015,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,443.92,355.136,Retail,UPI,New,1,88.784,
